en
S,en,Ukraine,ru,РЈРєСЂР°РёРЅР°,ru,РЈРєСЂР°С—РЅР°
T,en,Topil'na,ru,РўРѕРїРёР»СЊРЅР°,ua,РўРѕРїРёР»СЊРЅР°
T,en,Shpola,ru,РЁРїРѕР»Р°,ua,РЁРїРѕР»Р°
T,en,JAroslavka,ru,РЇСЂРѕСЃР»Р°РІРєР°,ua,РЇСЂРѕСЃР»Р°РІРєР°
R,en,CHernivets'ka obl,ru,Р§РµСЂРЅiРІРµС†СЊРєР° РѕР±Р»,ua,Р§РµСЂРЅiРІРµС†СЊРєР° РѕР±Р»
T,en,Babine,ru,Р‘Р°Р±РёРЅРµ,ua,Р‘Р°Р±РёРЅРµ
T,en,Bagna,ru,Р‘Р°РіРЅР°,ua,Р‘Р°РіРЅР°
T,en,Baniliv,ru,Р‘Р°РЅРёР»iРІ,ua,Р‘Р°РЅРёР»iРІ
T,en,Beregomet,ru,Р‘РµСЂРµРіРѕРјРµС‚,ua,Р‘РµСЂРµРіРѕРјРµС‚
T,en,Berezhnitsja,ru,Р‘РµСЂРµР¶РЅРёС†СЏ,ua,Р‘РµСЂРµР¶РЅРёС†СЏ
T,en,Berezhonka,ru,Р‘РµСЂРµР¶РѕРЅРєР°,ua,Р‘РµСЂРµР¶РѕРЅРєР°
T,en,Vali,ru,Р’Р°Р»Рё,ua,Р’Р°Р»Рё
T,en,Vashkivtsi,ru,Р’Р°С€РєiРІС†i,ua,Р’Р°С€РєiРІС†i
T,en,Velike,ru,Р’РµР»РёРєРµ,ua,Р’РµР»РёРєРµ
T,en,Vizhenka,ru,Р’РёР¶РµРЅРєР°,ua,Р’РёР¶РµРЅРєР°
T,en,Vizhnitsja,ru,Р’РёР¶РЅРёС†СЏ,ua,Р’РёР¶РЅРёС†СЏ
T,en,Vovchinets',ru,Р’РѕРІС‡РёРЅРµС†СЊ,ua,Р’РѕРІС‡РёРЅРµС†СЊ
T,en,Voloka,ru,Р’РѕР»РѕРєР°,ua,Р’РѕР»РѕРєР°
T,en,Dolishnij shepit,ru,Р”РѕР»iС€РЅiР№ РЁРµРїiС‚,ua,Р”РѕР»iС€РЅiР№ РЁРµРїiС‚
T,en,Zamostja,ru,Р—Р°РјРѕСЃС‚СЏ,ua,Р—Р°РјРѕСЃС‚СЏ
T,en,Ispas,ru,IСЃРїР°СЃ,ua,IСЃРїР°СЃ
T,en,Karapchiv,ru,РљР°СЂР°РїС‡iРІ,ua,РљР°СЂР°РїС‡iРІ
T,en,Kibaki,ru,РљРёР±Р°РєРё,ua,РљРёР±Р°РєРё
T,en,Koritne,ru,РљРѕСЂРёС‚РЅРµ,ua,РљРѕСЂРёС‚РЅРµ
T,en,Lopushna,ru,Р›РѕРїСѓС€РЅР°,ua,Р›РѕРїСѓС€РЅР°
T,en,Lukivtsi,ru,Р›СѓРєiРІС†i,ua,Р›СѓРєiРІС†i
T,en,Majdan,ru,РњР°Р№РґР°РЅ,ua,РњР°Р№РґР°РЅ
T,en,Migove,ru,РњРёРіРѕРІРµ,ua,РњРёРіРѕРІРµ
T,en,Milieve,ru,РњiР»iС”РІРµ,ua,РњiР»iС”РІРµ
T,en,Sloboda-baniliv,ru,РЎР»РѕР±РѕРґР°-Р‘Р°РЅРёР»iРІ,ua,РЎР»РѕР±РѕРґР°-Р‘Р°РЅРёР»iРІ
T,en,CHereshen'ka,ru,Р§РµСЂРµС€РµРЅСЊРєР°,ua,Р§РµСЂРµС€РµРЅСЊРєР°
T,en,CHornoguzi,ru,Р§РѕСЂРЅРѕРіСѓР·Рё,ua,Р§РѕСЂРЅРѕРіСѓР·Рё
T,en,Bajraki,ru,Р‘Р°Р№СЂР°РєРё,ua,Р‘Р°Р№СЂР°РєРё
T,en,Bancheni,ru,Р‘Р°РЅС‡РµРЅРё,ua,Р‘Р°РЅС‡РµРЅРё
T,en,Bukivka,ru,Р‘СѓРєiРІРєР°,ua,Р‘СѓРєiРІРєР°
T,en,Velika buda,ru,Р’РµР»РёРєР° Р‘СѓРґР°,ua,Р’РµР»РёРєР° Р‘СѓРґР°
T,en,Velikosillja,ru,Р’РµР»РёРєРѕСЃiР»Р»СЏ,ua,Р’РµР»РёРєРѕСЃiР»Р»СЏ
T,en,Gertsa,ru,Р“РµСЂС†Р°,ua,Р“РµСЂС†Р°
T,en,Godinivka,ru,Р“РѕРґРёРЅiРІРєР°,ua,Р“РѕРґРёРЅiРІРєР°
T,en,Gorbova,ru,Р“РѕСЂР±РѕРІР°,ua,Р“РѕСЂР±РѕРІР°
T,en,Djakivtsi,ru,Р”СЏРєiРІС†i,ua,Р”СЏРєiРІС†i
T,en,Krup'jans'ke,ru,РљСЂСѓРї'СЏРЅСЃСЊРєРµ,ua,РљСЂСѓРї'СЏРЅСЃСЊРєРµ
T,en,Kulikivka,ru,РљСѓР»РёРєiРІРєР°,ua,РљСѓР»РёРєiРІРєР°
T,en,Lukovitsja,ru,Р›СѓРєРѕРІРёС†СЏ,ua,Р›СѓРєРѕРІРёС†СЏ
T,en,Lunka,ru,Р›СѓРЅРєР°,ua,Р›СѓРЅРєР°
T,en,Mala buda,ru,РњР°Р»Р° Р‘СѓРґР°,ua,РњР°Р»Р° Р‘СѓРґР°
T,en,Mogilivka,ru,РњРѕРіРёР»iРІРєР°,ua,РњРѕРіРёР»iРІРєР°
T,en,Molnitsja,ru,РњРѕР»РЅРёС†СЏ,ua,РњРѕР»РЅРёС†СЏ
T,en,Ostritsja,ru,РћСЃС‚СЂРёС†СЏ,ua,РћСЃС‚СЂРёС†СЏ
T,en,Petrashivka,ru,РџРµС‚СЂР°С€iРІРєР°,ua,РџРµС‚СЂР°С€iРІРєР°
T,en,Pidval'ne,ru,РџiРґРІР°Р»СЊРЅРµ,ua,РџiРґРІР°Р»СЊРЅРµ
T,en,Ternavka,ru,РўРµСЂРЅР°РІРєР°,ua,РўРµСЂРЅР°РІРєР°
T,en,Hrjats'ka,ru,РҐСЂСЏС†СЊРєР°,ua,РҐСЂСЏС†СЊРєР°
T,en,Tsuren',ru,Р¦СѓСЂРµРЅСЊ,ua,Р¦СѓСЂРµРЅСЊ
T,en,Bagrinivka,ru,Р‘Р°РіСЂРёРЅiРІРєР°,ua,Р‘Р°РіСЂРёРЅiРІРєР°
T,en,Bila krinitsja,ru,Р‘iР»Р° РљСЂРёРЅРёС†СЏ,ua,Р‘iР»Р° РљСЂРёРЅРёС†СЏ
T,en,Vadul siret,ru,Р’Р°РґСѓР» РЎiСЂРµС‚,ua,Р’Р°РґСѓР» РЎiСЂРµС‚
T,en,Valja kuz'mina,ru,Р’Р°Р»СЏ РљСѓР·СЊРјРёРЅР°,ua,Р’Р°Р»СЏ РљСѓР·СЊРјРёРЅР°
T,en,Verhni sinivtsi,ru,Р’РµСЂС…РЅi РЎРёРЅiРІС†i,ua,Р’РµСЂС…РЅi РЎРёРЅiРІС†i
T,en,Gliboka,ru,Р“Р»РёР±РѕРєР°,ua,Р“Р»РёР±РѕРєР°
T,en,Gorbivtsi,ru,Р“РѕСЂР±iРІС†i,ua,Р“РѕСЂР±iРІС†i
T,en,Grushivka,ru,Р“СЂСѓС€iРІРєР°,ua,Р“СЂСѓС€iРІРєР°
T,en,Dimka,ru,Р”РёРјРєР°,ua,Р”РёРјРєР°
T,en,Jordaneshti,ru,Р™РѕСЂРґР°РЅРµС€С‚Рё,ua,Р™РѕСЂРґР°РЅРµС€С‚Рё
T,en,Kam'janka,ru,РљР°Рј'СЏРЅРєР°,ua,РљР°Рј'СЏРЅРєР°
T,en,Korovija,ru,РљРѕСЂРѕРІiСЏ,ua,РљРѕСЂРѕРІiСЏ
T,en,Korchivtsi,ru,РљРѕСЂС‡iРІС†i,ua,РљРѕСЂС‡iРІС†i
T,en,Kupka,ru,РљСѓРїРєР°,ua,РљСѓРїРєР°
T,en,Mihajlivka,ru,РњРёС…Р°Р№Р»iРІРєР°,ua,РњРёС…Р°Р№Р»iРІРєР°
T,en,Molodija,ru,РњРѕР»РѕРґiСЏ,ua,РњРѕР»РѕРґiСЏ
T,en,Nizhni sinivtsi,ru,РќРёР¶РЅi РЎРёРЅiРІС†i,ua,РќРёР¶РЅi РЎРёРЅiРІС†i
T,en,Oprisheni,ru,РћРїСЂРёС€РµРЅРё,ua,РћРїСЂРёС€РµРЅРё
T,en,Petrichanka,ru,РџРµС‚СЂРёС‡Р°РЅРєР°,ua,РџРµС‚СЂРёС‡Р°РЅРєР°
T,en,Poljana,ru,РџРѕР»СЏРЅР°,ua,РџРѕР»СЏРЅР°
T,en,Privoroki,ru,РџСЂРёРІРѕСЂРѕРєРё,ua,РџСЂРёРІРѕСЂРѕРєРё
T,en,Prosika,ru,РџСЂРѕСЃiРєР°,ua,РџСЂРѕСЃiРєР°
T,en,Sinivtsi,ru,РЎРёРЅiРІС†i,ua,РЎРёРЅiРІС†i
T,en,Slobidka,ru,РЎР»РѕР±iРґРєР°,ua,РЎР»РѕР±iРґРєР°
T,en,Stanivtsi,ru,РЎС‚Р°РЅiРІС†i,ua,РЎС‚Р°РЅiРІС†i
T,en,Starij vovchinets',ru,РЎС‚Р°СЂРёР№ Р’РѕРІС‡РёРЅРµС†СЊ,ua,РЎС‚Р°СЂРёР№ Р’РѕРІС‡РёРЅРµС†СЊ
T,en,Sterche,ru,РЎС‚РµСЂС‡Рµ,ua,РЎС‚РµСЂС‡Рµ
T,en,Sucheveni,ru,РЎСѓС‡РµРІРµРЅРё,ua,РЎСѓС‡РµРІРµРЅРё
T,en,Tarashani,ru,РўР°СЂР°С€Р°РЅРё,ua,РўР°СЂР°С€Р°РЅРё
T,en,Terebleche,ru,РўРµСЂРµР±Р»РµС‡Рµ,ua,РўРµСЂРµР±Р»РµС‡Рµ
T,en,Turjatka,ru,РўСѓСЂСЏС‚РєР°,ua,РўСѓСЂСЏС‚РєР°
T,en,CHagor,ru,Р§Р°РіРѕСЂ,ua,Р§Р°РіРѕСЂ
T,en,CHervona dibrova,ru,Р§РµСЂРІРѕРЅР° Р”iР±СЂРѕРІР°,ua,Р§РµСЂРІРѕРЅР° Р”iР±СЂРѕРІР°
T,en,CHerepkivtsi,ru,Р§РµСЂРµРїРєiРІС†i,ua,Р§РµСЂРµРїРєiРІС†i
T,en,Babin,ru,Р‘Р°Р±РёРЅ,ua,Р‘Р°Р±РёРЅ
T,en,Balamutivka,ru,Р‘Р°Р»Р°РјСѓС‚iРІРєР°,ua,Р‘Р°Р»Р°РјСѓС‚iРІРєР°
T,en,Bojanchuk,ru,Р‘РѕСЏРЅС‡СѓРє,ua,Р‘РѕСЏРЅС‡СѓРє
T,en,Bridok,ru,Р‘СЂiРґРѕРє,ua,Р‘СЂiРґРѕРє
T,en,Vasiliv,ru,Р’Р°СЃРёР»iРІ,ua,Р’Р°СЃРёР»iРІ
T,en,Vaslovivtsi,ru,Р’Р°СЃР»РѕРІiРІС†i,ua,Р’Р°СЃР»РѕРІiРІС†i
T,en,Verbivtsi,ru,Р’РµСЂР±iРІС†i,ua,Р’РµСЂР±iРІС†i
T,en,Verenchanka,ru,Р’РµСЂРµРЅС‡Р°РЅРєР°,ua,Р’РµСЂРµРЅС‡Р°РЅРєР°
T,en,Vikno,ru,Р’iРєРЅРѕ,ua,Р’iРєРЅРѕ
T,en,Gorishni sherivtsi,ru,Р“РѕСЂiС€РЅi РЁРµСЂiРІС†i,ua,Р“РѕСЂiС€РЅi РЁРµСЂiРІС†i
T,en,Goroshivtsi,ru,Р“РѕСЂРѕС€iРІС†i,ua,Р“РѕСЂРѕС€iРІС†i
T,en,Dobrinivtsi,ru,Р”РѕР±СЂРёРЅiРІС†i,ua,Р”РѕР±СЂРёРЅiРІС†i
T,en,Doroshivtsi,ru,Р”РѕСЂРѕС€iРІС†i,ua,Р”РѕСЂРѕС€iРІС†i
T,en,Zadubrivka,ru,Р—Р°РґСѓР±СЂiРІРєР°,ua,Р—Р°РґСѓР±СЂiРІРєР°
T,en,Zastavna,ru,Р—Р°СЃС‚Р°РІРЅР°,ua,Р—Р°СЃС‚Р°РІРЅР°
T,en,Zvenjachin,ru,Р—РІРµРЅСЏС‡РёРЅ,ua,Р—РІРµРЅСЏС‡РёРЅ
T,en,Kadubivtsi,ru,РљР°РґСѓР±iРІС†i,ua,РљР°РґСѓР±iРІС†i
T,en,Kostrizhivka,ru,РљРѕСЃС‚СЂРёР¶iРІРєР°,ua,РљРѕСЃС‚СЂРёР¶iРІРєР°
T,en,Kulivtsi,ru,РљСѓР»iРІС†i,ua,РљСѓР»iРІС†i
T,en,Malij kuchuriv,ru,РњР°Р»РёР№ РљСѓС‡СѓСЂiРІ,ua,РњР°Р»РёР№ РљСѓС‡СѓСЂiРІ
T,en,Mitkiv,ru,РњРёС‚РєiРІ,ua,РњРёС‚РєiРІ
T,en,Onut,ru,РћРЅСѓС‚,ua,РћРЅСѓС‚
T,en,Pogorilivka,ru,РџРѕРіРѕСЂiР»iРІРєР°,ua,РџРѕРіРѕСЂiР»iРІРєР°
T,en,Prilipche,ru,РџСЂРёР»РёРїС‡Рµ,ua,РџСЂРёР»РёРїС‡Рµ
T,en,Repuzhintsi,ru,Р РµРїСѓР¶РёРЅС†i,ua,Р РµРїСѓР¶РёРЅС†i
T,en,Rzhavintsi,ru,Р Р¶Р°РІРёРЅС†i,ua,Р Р¶Р°РІРёРЅС†i
T,en,Samushin,ru,РЎР°РјСѓС€РёРЅ,ua,РЎР°РјСѓС€РёРЅ
T,en,Tovtri,ru,РўРѕРІС‚СЂРё,ua,РўРѕРІС‚СЂРё
T,en,Hreschatik,ru,РҐСЂРµС‰Р°С‚РёРє,ua,РҐСЂРµС‰Р°С‚РёРє
T,en,CHornij potik,ru,Р§РѕСЂРЅРёР№ РџРѕС‚iРє,ua,Р§РѕСЂРЅРёР№ РџРѕС‚iРє
T,en,CHun'kiv,ru,Р§СѓРЅСЊРєiРІ,ua,Р§СѓРЅСЊРєiРІ
T,en,Shubranets',ru,РЁСѓР±СЂР°РЅРµС†СЊ,ua,РЁСѓР±СЂР°РЅРµС†СЊ
T,en,Jurkivtsi,ru,Р®СЂРєiРІС†i,ua,Р®СЂРєiРІС†i
T,en,Bernove,ru,Р‘РµСЂРЅРѕРІРµ,ua,Р‘РµСЂРЅРѕРІРµ
T,en,Buzovitsja,ru,Р‘СѓР·РѕРІРёС†СЏ,ua,Р‘СѓР·РѕРІРёС†СЏ
T,en,Burdjug,ru,Р‘СѓСЂРґСЋРі,ua,Р‘СѓСЂРґСЋРі
T,en,Vartikivtsi,ru,Р’Р°СЂС‚РёРєiРІС†i,ua,Р’Р°СЂС‚РёРєiРІС†i
T,en,Voronovitsja,ru,Р’РѕСЂРѕРЅРѕРІРёС†СЏ,ua,Р’РѕСЂРѕРЅРѕРІРёС†СЏ
T,en,Grushivtsi,ru,Р“СЂСѓС€iРІС†i,ua,Р“СЂСѓС€iРІС†i
T,en,Dnistrivka,ru,Р”РЅiСЃС‚СЂiРІРєР°,ua,Р”РЅiСЃС‚СЂiРІРєР°
T,en,Zelena,ru,Р—РµР»РµРЅР°,ua,Р—РµР»РµРЅР°
T,en,Ivanivtsi,ru,IРІР°РЅiРІС†i,ua,IРІР°РЅiРІС†i
T,en,Kel'mentsi,ru,РљРµР»СЊРјРµРЅС†i,ua,РљРµР»СЊРјРµРЅС†i
T,en,Kozirjani,ru,РљРѕР·РёСЂСЏРЅРё,ua,РљРѕР·РёСЂСЏРЅРё
T,en,Komariv,ru,РљРѕРјР°СЂiРІ,ua,РљРѕРјР°СЂiРІ
T,en,Konovka,ru,РљРѕРЅРѕРІРєР°,ua,РљРѕРЅРѕРІРєР°
T,en,Lenkivtsi,ru,Р›РµРЅРєiРІС†i,ua,Р›РµРЅРєiРІС†i
T,en,Livintsi,ru,Р›iРІРёРЅС†i,ua,Р›iРІРёРЅС†i
T,en,Lukachivka,ru,Р›СѓРєР°С‡iРІРєР°,ua,Р›СѓРєР°С‡iРІРєР°
T,en,Moshanets',ru,РњРѕС€Р°РЅРµС†СЊ,ua,РњРѕС€Р°РЅРµС†СЊ
T,en,Nagorjani,ru,РќР°РіРѕСЂСЏРЅРё,ua,РќР°РіРѕСЂСЏРЅРё
T,en,Nelipivtsi,ru,РќРµР»РёРїiРІС†i,ua,РќРµР»РёРїiРІС†i
T,en,Novoselitsja,ru,РќРѕРІРѕСЃРµР»РёС†СЏ,ua,РќРѕРІРѕСЃРµР»РёС†СЏ
T,en,Oselivka,ru,РћСЃРµР»iРІРєР°,ua,РћСЃРµР»iРІРєР°
T,en,Perkivtsi,ru,РџРµСЂРєiРІС†i,ua,РџРµСЂРєiРІС†i
T,en,Podvir'yivka,ru,РџРѕРґРІiСЂ'С—РІРєР°,ua,РџРѕРґРІiСЂ'С—РІРєР°
T,en,Putrine,ru,РџСѓС‚СЂРёРЅРµ,ua,РџСѓС‚СЂРёРЅРµ
T,en,Rososhani,ru,Р РѕСЃРѕС€Р°РЅРё,ua,Р РѕСЃРѕС€Р°РЅРё
T,en,Bila,ru,Р‘iР»Р°,ua,Р‘iР»Р°
T,en,Borivtsi,ru,Р‘РѕСЂiРІС†i,ua,Р‘РѕСЂiРІС†i
T,en,Brusenki,ru,Р‘СЂСѓСЃРµРЅРєРё,ua,Р‘СЂСѓСЃРµРЅРєРё
T,en,Brusnitsja,ru,Р‘СЂСѓСЃРЅРёС†СЏ,ua,Р‘СЂСѓСЃРЅРёС†СЏ
T,en,Valjava,ru,Р’Р°Р»СЏРІР°,ua,Р’Р°Р»СЏРІР°
T,en,Verhni stanivtsi,ru,Р’РµСЂС…РЅi РЎС‚Р°РЅiРІС†i,ua,Р’РµСЂС…РЅi РЎС‚Р°РЅiРІС†i
T,en,Vitilivka,ru,Р’РёС‚РёР»iРІРєР°,ua,Р’РёС‚РёР»iРІРєР°
T,en,Glinitsja,ru,Р“Р»РёРЅРёС†СЏ,ua,Р“Р»РёРЅРёС†СЏ
T,en,Davidivtsi,ru,Р”Р°РІРёРґiРІС†i,ua,Р”Р°РІРёРґiРІС†i
T,en,Drachintsi,ru,Р”СЂР°С‡РёРЅС†i,ua,Р”СЂР°С‡РёРЅС†i
T,en,Dubivtsi,ru,Р”СѓР±iРІС†i,ua,Р”СѓР±iРІС†i
T,en,Zeleniv,ru,Р—РµР»РµРЅiРІ,ua,Р—РµР»РµРЅiРІ
T,en,Ivankivtsi,ru,IРІР°РЅРєiРІС†i,ua,IРІР°РЅРєiРІС†i
T,en,Kal'nivtsi,ru,РљР°Р»СЊРЅiРІС†i,ua,РљР°Р»СЊРЅiРІС†i
T,en,Kiseliv,ru,РљРёСЃРµР»iРІ,ua,РљРёСЃРµР»iРІ
T,en,Kitsman',ru,РљiС†РјР°РЅСЊ,ua,РљiС†РјР°РЅСЊ
T,en,Klivodin,ru,РљР»iРІРѕРґРёРЅ,ua,РљР»iРІРѕРґРёРЅ
T,en,Lashkivka,ru,Р›Р°С€РєiРІРєР°,ua,Р›Р°С€РєiРІРєР°
T,en,Luzhani,ru,Р›СѓР¶Р°РЅРё,ua,Р›СѓР¶Р°РЅРё
T,en,Maljatintsi,ru,РњР°Р»СЏС‚РёРЅС†i,ua,РњР°Р»СЏС‚РёРЅС†i
T,en,Nepolokivtsi,ru,РќРµРїРѕР»РѕРєiРІС†i,ua,РќРµРїРѕР»РѕРєiРІС†i
T,en,Nizhni stanivtsi,ru,РќРёР¶РЅi РЎС‚Р°РЅiРІС†i,ua,РќРёР¶РЅi РЎС‚Р°РЅiРІС†i
T,en,Mamayivtsi,ru,РњР°РјР°С—РІС†i,ua,РњР°РјР°С—РІС†i
T,en,Novi drachintsi,ru,РќРѕРІi Р”СЂР°С‡РёРЅС†i,ua,РќРѕРІi Р”СЂР°С‡РёРЅС†i
T,en,Orshivtsi,ru,РћСЂС€iРІС†i,ua,РћСЂС€iРІС†i
T,en,Oshihlibi,ru,РћС€РёС…Р»iР±Рё,ua,РћС€РёС…Р»iР±Рё
T,en,P'jadikivtsi,ru,Рџ'СЏРґРёРєiРІС†i,ua,Рџ'СЏРґРёРєiРІС†i
T,en,Revakivtsi,ru,Р РµРІР°РєiРІС†i,ua,Р РµРІР°РєiРІС†i
T,en,Rivne,ru,Р iРІРЅРµ,ua,Р iРІРЅРµ
T,en,Stavchani,ru,РЎС‚Р°РІС‡Р°РЅРё,ua,РЎС‚Р°РІС‡Р°РЅРё
T,en,Strilets'kij kut,ru,РЎС‚СЂiР»РµС†СЊРєРёР№ РљСѓС‚,ua,РЎС‚СЂiР»РµС†СЊРєРёР№ РљСѓС‚
T,en,Suhoverhiv,ru,РЎСѓС…РѕРІРµСЂС…iРІ,ua,РЎСѓС…РѕРІРµСЂС…iРІ
T,en,Hlivische,ru,РҐР»iРІРёС‰Рµ,ua,РҐР»iРІРёС‰Рµ
T,en,CHortorija,ru,Р§РѕСЂС‚РѕСЂРёСЏ,ua,Р§РѕСЂС‚РѕСЂРёСЏ
T,en,Shipintsi,ru,РЁРёРїРёРЅС†i,ua,РЁРёРїРёРЅС†i
T,en,Shishkivtsi,ru,РЁРёС€РєiРІС†i,ua,РЁРёС€РєiРІС†i
T,en,Juzhinets',ru,Р®Р¶РёРЅРµС†СЊ,ua,Р®Р¶РёРЅРµС†СЊ
T,en,Balkivtsi,ru,Р‘Р°Р»РєiРІС†i,ua,Р‘Р°Р»РєiРІС†i
T,en,Berestja,ru,Р‘РµСЂРµСЃС‚СЏ,ua,Р‘РµСЂРµСЃС‚СЏ
T,en,Bojani,ru,Р‘РѕСЏРЅРё,ua,Р‘РѕСЏРЅРё
T,en,Buda,ru,Р‘СѓРґР°,ua,Р‘СѓРґР°
T,en,Vanchikivtsi,ru,Р’Р°РЅС‡РёРєiРІС†i,ua,Р’Р°РЅС‡РёРєiРІС†i
T,en,Dinivtsi,ru,Р”РёРЅiРІС†i,ua,Р”РёРЅiРІС†i
T,en,Dovzhok,ru,Р”РѕРІР¶РѕРє,ua,Р”РѕРІР¶РѕРє
T,en,Dranitsja,ru,Р”СЂР°РЅРёС†СЏ,ua,Р”СЂР°РЅРёС†СЏ
T,en,Dumeni,ru,Р”СѓРјРµРЅРё,ua,Р”СѓРјРµРЅРё
T,en,Zhilivka,ru,Р–РёР»iРІРєР°,ua,Р–РёР»iРІРєР°
T,en,Zelenij gaj,ru,Р—РµР»РµРЅРёР№ Р“Р°Р№,ua,Р—РµР»РµРЅРёР№ Р“Р°Р№
T,en,Kostichani,ru,РљРѕСЃС‚РёС‡Р°РЅРё,ua,РљРѕСЃС‚РёС‡Р°РЅРё
T,en,Koteleve,ru,РљРѕС‚РµР»РµРІРµ,ua,РљРѕС‚РµР»РµРІРµ
T,en,Koshuljani,ru,РљРѕС€СѓР»СЏРЅРё,ua,РљРѕС€СѓР»СЏРЅРё
T,en,Magala,ru,РњР°РіР°Р»Р°,ua,РњР°РіР°Р»Р°
T,en,Malinivka,ru,РњР°Р»РёРЅiРІРєР°,ua,РњР°Р»РёРЅiРІРєР°
T,en,Mamaliga,ru,РњР°РјР°Р»РёРіР°,ua,РњР°РјР°Р»РёРіР°
T,en,Marshintsi,ru,РњР°СЂС€РёРЅС†i,ua,РњР°СЂС€РёРЅС†i
T,en,Negrintsi,ru,РќРµРіСЂРёРЅС†i,ua,РќРµРіСЂРёРЅС†i
T,en,Nesvoja,ru,РќРµСЃРІРѕСЏ,ua,РќРµСЃРІРѕСЏ
T,en,Novoivankivtsi,ru,РќРѕРІРѕiРІР°РЅРєiРІС†i,ua,РќРѕРІРѕiРІР°РЅРєiРІС†i
T,en,Podvirne,ru,РџРѕРґРІiСЂРЅРµ,ua,РџРѕРґРІiСЂРЅРµ
T,en,Pripruttja,ru,РџСЂРёРїСЂСѓС‚С‚СЏ,ua,РџСЂРёРїСЂСѓС‚С‚СЏ
T,en,Ringach,ru,Р РёРЅРіР°С‡,ua,Р РёРЅРіР°С‡
T,en,Ridkivtsi,ru,Р iРґРєiРІС†i,ua,Р iРґРєiРІС†i
T,en,Rokitne,ru,Р РѕРєРёС‚РЅРµ,ua,Р РѕРєРёС‚РЅРµ
T,en,Sloboda,ru,РЎР»РѕР±РѕРґР°,ua,РЎР»РѕР±РѕРґР°
T,en,Stal'nivtsi,ru,РЎС‚Р°Р»СЊРЅiРІС†i,ua,РЎС‚Р°Р»СЊРЅiРІС†i
T,en,Stroyintsi,ru,РЎС‚СЂРѕС—РЅС†i,ua,РЎС‚СЂРѕС—РЅС†i
T,en,Tarasivtsi,ru,РўР°СЂР°СЃiРІС†i,ua,РўР°СЂР°СЃiРІС†i
T,en,Toporivtsi,ru,РўРѕРїРѕСЂiРІС†i,ua,РўРѕРїРѕСЂiРІС†i
T,en,Revkivtsi,ru,Р РµРІРєiРІС†i,ua,Р РµРІРєiРІС†i
T,en,Forosna,ru,Р¤РѕСЂРѕСЃРЅР°,ua,Р¤РѕСЂРѕСЃРЅР°
T,en,CHerlenivka,ru,Р§РµСЂР»РµРЅiРІРєР°,ua,Р§РµСЂР»РµРЅiРІРєР°
T,en,CHornivka,ru,Р§РѕСЂРЅiРІРєР°,ua,Р§РѕСЂРЅiРІРєР°
T,en,Scherbintsi,ru,Р©РµСЂР±РёРЅС†i,ua,Р©РµСЂР±РёРЅС†i
T,en,Galitsivka,ru,Р“Р°Р»РёС†iРІРєР°,ua,Р“Р°Р»РёС†iРІРєР°
T,en,Goloshina,ru,Р“РѕР»РѕС€РёРЅР°,ua,Р“РѕР»РѕС€РёРЅР°
T,en,Dihtinets',ru,Р”РёС…С‚РёРЅРµС†СЊ,ua,Р”РёС…С‚РёРЅРµС†СЊ
T,en,Dovgopillja,ru,Р”РѕРІРіРѕРїiР»Р»СЏ,ua,Р”РѕРІРіРѕРїiР»Р»СЏ
T,en,Kiselitsi,ru,РљРёСЃРµР»РёС†i,ua,РљРёСЃРµР»РёС†i
T,en,Konjatin,ru,РљРѕРЅСЏС‚РёРЅ,ua,РљРѕРЅСЏС‚РёРЅ
T,en,Marinichi,ru,РњР°СЂРёРЅРёС‡i,ua,РњР°СЂРёРЅРёС‡i
T,en,Nizhnij JAlovets',ru,РќРёР¶РЅiР№ РЇР»РѕРІРµС†СЊ,ua,РќРёР¶РЅiР№ РЇР»РѕРІРµС†СЊ
T,en,Parkulina,ru,РџР°СЂРєСѓР»РёРЅР°,ua,РџР°СЂРєСѓР»РёРЅР°
T,en,Petrashi,ru,РџРµС‚СЂР°С€i,ua,РџРµС‚СЂР°С€i
T,en,Pidzaharichi,ru,РџiРґР·Р°С…Р°СЂРёС‡i,ua,РџiРґР·Р°С…Р°СЂРёС‡i
T,en,Ploska,ru,РџР»РѕСЃРєР°,ua,РџР»РѕСЃРєР°
T,en,Putila,ru,РџСѓС‚РёР»Р°,ua,РџСѓС‚РёР»Р°
T,en,Roztoki,ru,Р РѕР·С‚РѕРєРё,ua,Р РѕР·С‚РѕРєРё
T,en,Samakova,ru,РЎР°РјР°РєРѕРІР°,ua,РЎР°РјР°РєРѕРІР°
T,en,Seljatin,ru,РЎРµР»СЏС‚РёРЅ,ua,РЎРµР»СЏС‚РёРЅ
T,en,Sergiyi,ru,РЎРµСЂРіiС—,ua,РЎРµСЂРіiС—
T,en,Stebni,ru,РЎС‚РµР±РЅi,ua,РЎС‚РµР±РЅi
T,en,Ust'-putila,ru,РЈСЃС‚СЊ-РџСѓС‚РёР»Р°,ua,РЈСЃС‚СЊ-РџСѓС‚РёР»Р°
T,en,Shepit,ru,РЁРµРїiС‚,ua,РЁРµРїiС‚
T,en,JAblunitsja,ru,РЇР±Р»СѓРЅРёС†СЏ,ua,РЇР±Р»СѓРЅРёС†СЏ
T,en,Bilousivka,ru,Р‘iР»РѕСѓСЃiРІРєР°,ua,Р‘iР»РѕСѓСЃiРІРєР°
